SEASON_ID,PLAYER_NAME,AGE,HEIGHT_IN,WEIGHT_LB,PTS,AST,REB,STL,BLK,TS_PCT,EFG_PCT,USG_PCT
2016-17,Jrue Holiday,26,76,205,16.9,8.0,4.3,1.6,0.7,0.5303791112226964,0.5102040816326531,0.3826102543857108
2017-18,Jrue Holiday,27,76,205,18.9,6.0,4.5,1.5,0.8,0.5701013513513513,0.545751633986928,0.2797078719092803
2018-19,Jrue Holiday,28,76,205,21.3,7.8,5.0,1.6,0.8,0.5545719641741305,0.5229885057471264,0.3797900005330212
2019-20,Jrue Holiday,29,76,205,19.8,6.9,5.0,1.7,0.8,0.5361785095320624,0.5175438596491228,0.4131210866761677
2020-21,Jrue Holiday,30,76,205,19.7,6.7,5.1,1.8,0.7,0.5918048546022591,0.5709677419354838,0.416713525998849
2021-22,Jrue Holiday,31,76,205,20.0,7.5,4.9,1.8,0.5,0.5925574780753733,0.5705128205128206,0.3828551970184674
2022-23,Jrue Holiday,32,76,205,21.3,8.2,5.6,1.3,0.4,0.5859375000000001,0.5562130177514794,0.4092193839373556
2023-24,Jrue Holiday,33,76,205,13.7,5.3,5.9,1.0,0.8,0.5964820619993033,0.5818181818181819,0.2576417184590867
2024-25,Jrue Holiday,34,76,205,13.0,4.5,5.0,1.3,0.5,0.5622837370242214,0.536697247706422,0.2997909984317883
2015-16,Rudy Gobert,23,85,258,10.4,1.7,12.4,0.8,2.5,0.5821764442454098,0.5606060606060607,0.2599362790847359
2016-17,Rudy Gobert,24,85,258,14.9,1.3,13.6,0.6,2.8,0.6817349926793559,0.6585365853658538,0.2175515857121485
2017-18,Rudy Gobert,25,85,258,15.0,1.6,11.9,0.9,2.6,0.658125658125658,0.625,0.3331940883143133
2018-19,Rudy Gobert,26,85,258,17.9,2.2,14.5,0.9,2.6,0.6825808419768151,0.6767676767676768,0.2464268619918663
2019-20,Rudy Gobert,27,85,258,15.8,1.6,14.1,0.8,2.1,0.6973870056497176,0.6976744186046512,0.2486260300782821
2020-21,Rudy Gobert,28,85,258,16.7,1.5,15.8,0.7,3.1,0.6828590121033693,0.6736842105263158,0.2774333609419096
2021-22,Rudy Gobert,29,85,258,17.4,1.2,16.4,0.8,2.3,0.73109243697479,0.7093023255813954,0.2849048188441449
2022-23,Rudy Gobert,30,85,258,15.7,1.5,13.6,0.9,1.6,0.6762577532736044,0.6593406593406593,0.2687147298010077
2023-24,Rudy Gobert,31,85,258,14.7,1.4,13.6,0.7,2.2,0.6757999264435454,0.6588235294117647,0.2112727732676599
2024-25,Rudy Gobert,32,85,258,13.1,1.9,11.8,0.8,1.6,0.6891835016835017,0.6623376623376622,0.1945088670208904
2015-16,Russell Westbrook,26,76,200,24.6,10.9,8.2,2.1,0.3,0.5540540540540541,0.4894179894179895,0.4110693705379005
2016-17,Russell Westbrook,27,76,200,32.9,10.8,11.1,1.7,0.4,0.5547686496694995,0.4779116465863454,0.5308216923545244
2017-18,Russell Westbrook,28,76,200,25.1,10.1,9.9,1.8,0.2,0.5255443886097152,0.4807692307692307,0.4177245485643155
2018-19,Russell Westbrook,29,76,200,22.9,10.7,11.0,1.9,0.5,0.4993893928820656,0.4653465346534653,0.4195210160001278
2019-20,Russell Westbrook,30,76,200,27.3,7.0,7.9,1.6,0.4,0.5363879283244263,0.4933333333333333,0.6017385990195574
2020-21,Russell Westbrook,31,76,200,22.0,11.6,11.4,1.4,0.3,0.5099202670127944,0.4760638297872341,0.455621919777166
2021-22,Russell Westbrook,32,76,200,19.4,7.4,7.8,1.0,0.3,0.5111720067453625,0.4789156626506023,0.3631487554049184
2022-23,Russell Westbrook,33,76,200,20.0,9.4,7.7,1.3,0.6,0.4973145016908692,0.4573863636363636,0.6873844575301296
2022-23,Russell Westbrook,33,76,200,18.8,9.1,5.8,1.3,0.6,0.5597903763696999,0.540268456375839,1.4179083127916998
2022-23,Russell Westbrook,33,76,200,19.6,9.3,7.2,1.3,0.6,0.5122308174785699,0.4791666666666667,0.0
2023-24,Russell Westbrook,34,76,200,17.8,7.2,8.1,1.7,0.5,0.5152848540991201,0.4871794871794871,0.5922278393750593
2024-25,Russell Westbrook,35,76,200,17.1,7.9,6.4,1.8,0.6,0.5323785803237858,0.5034965034965034,0.4068566939957266
2016-17,Fred VanVleet,22,72,197,13.1,4.3,5.1,2.0,0.4,0.442926697322153,0.4007352941176471,2.508960037967818
2017-18,Fred VanVleet,23,72,197,15.5,5.8,4.4,1.6,0.4,0.5553167096589281,0.5271317829457364,0.4507462478282409
2018-19,Fred VanVleet,24,72,197,14.3,6.3,3.4,1.2,0.4,0.5353399221323749,0.5,0.3640735929238057
2019-20,Fred VanVleet,25,72,197,17.8,6.7,3.8,1.9,0.3,0.5552782630396806,0.5104166666666666,0.403963092335284
2020-21,Fred VanVleet,26,72,197,19.3,6.2,4.2,1.6,0.7,0.5336208803362088,0.4878787878787879,0.4517253529051074
2021-22,Fred VanVleet,27,72,197,19.3,6.3,4.2,1.6,0.5,0.5543428308823529,0.515625,0.3429788098968627
2022-23,Fred VanVleet,28,72,197,19.0,7.0,4.0,1.7,0.5,0.541002277904328,0.4841772151898734,0.3268876211454564
2023-24,Fred VanVleet,29,72,197,17.0,7.9,3.7,1.4,0.8,0.564259160913436,0.5255474452554745,0.2630123424363115
2024-25,Fred VanVleet,30,72,197,14.4,5.7,3.8,1.6,0.4,0.5175388154111559,0.4844961240310077,0.2989456338100927
2015-16,Myles Turner,19,83,250,16.3,1.1,8.7,0.7,2.3,0.5289460020768433,0.5035714285714286,0.5488337576956358
2016-17,Myles Turner,20,83,250,16.6,1.5,8.3,1.0,2.4,0.5848365276211951,0.5365853658536585,0.2744106059751244
2017-18,Myles Turner,21,83,250,16.2,1.7,8.2,0.7,2.3,0.5680224403927069,0.524,0.390874321127537
2018-19,Myles Turner,22,83,250,16.7,2.0,9.0,1.0,3.4,0.5643417139767504,0.5375939849624061,0.3398180872521704
2019-20,Myles Turner,23,83,250,14.8,1.4,8.0,0.9,2.6,0.5669629175605272,0.5301724137931034,0.3522285724764658
2020-21,Myles Turner,24,83,250,14.6,1.2,7.6,1.0,3.9,0.59640522875817,0.5560747663551402,0.4038470040383995
2021-22,Myles Turner,25,83,250,15.7,1.3,8.7,0.8,3.4,0.6102300995024875,0.5826086956521739,0.4960572762639839
2022-23,Myles Turner,26,83,250,22.0,1.8,9.2,0.7,2.8,0.6518132258829106,0.606896551724138,0.4319667533690163
2023-24,Myles Turner,27,83,250,22.8,1.7,9.2,0.7,2.5,0.6256860592755215,0.5886075949367089,0.4058406876542728
2024-25,Myles Turner,28,83,250,18.5,1.8,7.8,0.9,2.4,0.6119343741730616,0.582089552238806,0.337345692405147
2015-16,D'Angelo Russell,19,75,193,16.8,4.2,4.4,1.5,0.2,0.5084745762711865,0.4769736842105263,0.3810071339728023
2016-17,D'Angelo Russell,20,75,193,19.6,6.0,4.4,1.7,0.3,0.520501380922031,0.4854651162790697,0.5261944649791107
2017-18,D'Angelo Russell,21,75,193,21.7,7.3,5.5,1.1,0.5,0.5100601729973674,0.4795918367346938,0.8891872613958838
2018-19,D'Angelo Russell,22,75,193,25.2,8.3,4.6,1.5,0.3,0.5334462320067739,0.5112107623318385,0.4617635598420213
2019-20,D'Angelo Russell,23,75,193,26.4,7.0,4.1,1.1,0.3,0.5556490991749452,0.525462962962963,1.085450905024122
2019-20,D'Angelo Russell,23,75,193,23.9,7.3,5.1,1.6,0.4,0.5521160598780263,0.5025773195876289,2.678803837659795
2019-20,D'Angelo Russell,23,75,193,25.8,7.1,4.4,1.2,0.3,0.5570910347210227,0.5166666666666666,0.0
2020-21,D'Angelo Russell,24,75,193,24.0,7.3,3.3,1.4,0.5,0.5560704355885079,0.5255102040816326,0.8692265919916576
2021-22,D'Angelo Russell,25,75,193,20.4,8.0,3.7,1.1,0.4,0.5440580328568381,0.5059171597633136,0.433364523762377
2022-23,D'Angelo Russell,26,75,193,19.6,6.8,3.3,1.2,0.4,0.6050876759693753,0.5646258503401361,0.4579419554864994
2022-23,D'Angelo Russell,26,75,193,20.3,7.0,3.4,0.7,0.5,0.611593154977103,0.5860927152317881,1.534090661194789
2022-23,D'Angelo Russell,26,75,193,19.7,6.8,3.4,1.1,0.5,0.6044428080510554,0.5743243243243243,0.0
2023-24,D'Angelo Russell,27,75,193,19.8,7.0,3.4,1.0,0.5,0.5846917080085047,0.5573248407643312,0.3313993522911892
2024-25,D'Angelo Russell,28,75,193,16.9,6.4,3.8,1.1,0.2,0.5348101265822784,0.5034013605442177,1.0444709299947277
2024-25,D'Angelo Russell,28,75,193,18.7,8.1,4.1,1.7,1.0,0.507490230134607,0.4542682926829269,1.293434711197654
2024-25,D'Angelo Russell,28,75,193,17.8,7.2,3.9,1.4,0.6,0.5223004694835681,0.4806451612903225,0.0
2015-16,Bobby Portis,20,82,250,14.2,1.7,11.0,0.8,0.7,0.4680907172995781,0.4471830985915493,0.6683473309297425
2016-17,Bobby Portis,21,82,250,15.7,1.3,10.7,0.6,0.4,0.5442318358291736,0.5333333333333333,0.6819657820968195
2017-18,Bobby Portis,22,82,250,21.1,2.7,10.9,1.1,0.5,0.5467454394693201,0.5224719101123596,0.5669945883642731
2018-19,Bobby Portis,23,82,250,21.0,2.0,10.9,0.7,0.5,0.5277442702050664,0.5000000000000001,1.7816258718338096
2018-19,Bobby Portis,23,82,250,18.8,2.0,11.3,1.1,0.6,0.5320353180892009,0.5119760479041917,1.0772356859109045
2018-19,Bobby Portis,23,82,250,19.7,2.0,11.2,1.0,0.6,0.5299117710350765,0.5028735632183908,0.0
2019-20,Bobby Portis,24,82,250,17.3,2.5,8.7,0.8,0.5,0.532111220472441,0.5032894736842105,0.548395378690629
2020-21,Bobby Portis,25,82,250,19.8,1.9,12.2,1.4,0.7,0.5986937590711177,0.5828025477707006,0.5485500169939188
2021-22,Bobby Portis,26,82,250,18.7,1.5,11.7,0.9,0.9,0.5708180708180708,0.5548387096774193,0.3769030297598374
2022-23,Bobby Portis,27,82,250,19.5,2.1,13.3,0.6,0.3,0.5735294117647058,0.5566037735849056,0.4275654039877034
2023-24,Bobby Portis,28,82,250,20.3,1.9,10.9,1.2,0.6,0.5810625143118846,0.5636363636363637,0.4071760542638909
2024-25,Bobby Portis,29,82,250,19.7,3.0,11.9,1.0,0.8,0.5434782608695652,0.5203488372093023,0.6924205831163739
2017-18,Bogdan Bogdanovic,25,77,225,15.2,4.3,3.7,1.2,0.3,0.5555555555555555,0.52734375,0.3248274261729819
2018-19,Bogdan Bogdanovic,26,77,225,18.3,4.9,4.5,1.3,0.3,0.5282909930715936,0.496875,0.4130925463479525
2019-20,Bogdan Bogdanovic,27,77,225,18.8,4.2,4.2,1.3,0.3,0.564361191162344,0.5480769230769231,0.4558949706884946
2020-21,Bogdan Bogdanovic,28,77,225,19.9,4.1,4.4,1.4,0.4,0.6169394841269841,0.6025641025641026,0.5834163175354511
2021-22,Bogdan Bogdanovic,29,77,225,18.5,3.8,4.9,1.3,0.3,0.561695409278601,0.5387096774193548,0.4217891944716382
2022-23,Bogdan Bogdanovic,30,77,225,18.0,3.6,3.9,1.0,0.4,0.5847193347193348,0.565068493150685,0.4691054351284335
2023-24,Bogdan Bogdanovic,31,77,225,20.0,3.7,4.1,1.4,0.4,0.5681818181818181,0.5393939393939394,0.3318998426408305
2024-25,Bogdan Bogdanovic,32,77,225,14.5,3.0,4.0,1.2,0.4,0.5041724617524339,0.4666666666666667,1.1323914275491305
2024-25,Bogdan Bogdanovic,32,77,225,16.5,4.7,4.5,1.0,0.2,0.6084070796460177,0.5852713178294573,0.8881156047965943
2024-25,Bogdan Bogdanovic,32,77,225,15.6,3.9,4.2,1.1,0.3,0.5614742297725309,0.5343511450381679,0.0
2015-16,Clint Capela,21,82,256,13.3,1.2,12.1,1.4,2.3,0.5547213880547215,0.5876288659793815,0.3917284661378056
2016-17,Clint Capela,22,82,256,19.0,1.5,12.2,0.8,1.8,0.6374127750939346,0.6412213740458016,0.4588035176553823
2017-18,Clint Capela,23,82,256,18.2,1.2,14.2,1.0,2.4,0.6509298998569384,0.65,0.3412659279059508
2018-19,Clint Capela,24,82,256,17.8,1.5,13.6,0.7,1.6,0.656923531148509,0.6495726495726496,0.2882171893160614
2019-20,Clint Capela,25,82,256,15.3,1.4,15.1,0.9,2.0,0.6282851511169514,0.6330275229357798,0.4498775817653816
2020-21,Clint Capela,26,82,256,18.1,0.9,17.1,0.8,2.4,0.5996554465942222,0.5909090909090909,0.3752866879978347
2021-22,Clint Capela,27,82,256,14.5,1.6,15.5,1.0,1.6,0.6031613976705491,0.6074766355140188,0.2740240649245495
2022-23,Clint Capela,28,82,256,16.2,1.2,14.9,0.9,1.6,0.6538585728123991,0.6517857142857143,0.3248004776984333
2023-24,Clint Capela,29,82,256,16.0,1.7,14.8,0.8,2.0,0.5918910920390648,0.5677966101694915,0.327072441034903
2024-25,Clint Capela,30,82,256,14.9,1.9,14.4,1.0,1.6,0.5635400907715582,0.5630252100840336,0.5077539161353034
2015-16,Norman Powell,22,76,215,13.6,2.3,5.5,1.4,0.5,0.5420918367346939,0.5,0.8820447559715824
2016-17,Norman Powell,23,76,215,16.7,2.2,4.4,1.4,0.4,0.5512278848692896,0.5075187969924811,0.5509084144135188
2017-18,Norman Powell,24,76,215,13.1,3.0,4.0,1.3,0.5,0.4935201928872815,0.4724409448818898,0.6335073762905604
2018-19,Norman Powell,25,76,215,16.5,2.9,4.4,1.2,0.4,0.5954099307159353,0.5703125,0.6030840998636676
2019-20,Norman Powell,26,76,215,20.2,2.2,4.6,1.5,0.5,0.6223810697559773,0.5856164383561644,0.5208532278976296
2020-21,Norman Powell,27,76,215,23.2,2.2,3.6,1.3,0.2,0.6435863293386596,0.596875,0.6832377211102919
2020-21,Norman Powell,27,76,215,17.8,2.0,3.5,1.4,0.4,0.5724208901466427,0.5218978102189781,0.794048597223001
2020-21,Norman Powell,27,76,215,20.9,2.1,3.5,1.3,0.3,0.6170288143599433,0.5666666666666667,0.0
2021-22,Norman Powell,28,76,215,20.1,2.2,3.5,1.1,0.5,0.5935506732813608,0.5445205479452055,0.6038854942840541
2021-22,Norman Powell,28,76,215,30.7,4.0,4.0,0.6,1.1,0.6822222222222222,0.6104972375690607,8.56921969555597
2021-22,Norman Powell,28,76,215,21.1,2.4,3.6,1.0,0.5,0.6045152418060967,0.5503355704697988,0.0
2022-23,Norman Powell,29,76,215,23.4,2.5,4.0,1.1,0.4,0.6120527306967984,0.558282208588957,0.5918272654012886
2023-24,Norman Powell,30,76,215,19.1,1.5,3.5,0.8,0.4,0.6256551362683438,0.5899280575539567,0.3624065921831275
2024-25,Norman Powell,31,76,215,24.0,2.3,3.5,1.3,0.2,0.6136224176723257,0.5775862068965518,0.4774138743943961
2016-17,Dorian Finney-Smith,23,79,220,7.7,1.5,4.9,1.1,0.5,0.4890752032520325,0.452054794520548,0.253507729120681
2017-18,Dorian Finney-Smith,24,79,220,9.9,2.1,6.0,0.8,0.3,0.4839655846695346,0.4639175257731959,1.2014858636582508
2018-19,Dorian Finney-Smith,25,79,220,11.0,1.7,7.1,1.3,0.7,0.5270218474511307,0.5,0.2528783708738642
2019-20,Dorian Finney-Smith,26,79,220,11.5,1.9,6.9,0.8,0.7,0.5932728023111845,0.5674157303370786,0.2173098412530638
2020-21,Dorian Finney-Smith,27,79,220,11.1,1.9,6.1,1.0,0.5,0.6131241714538224,0.5977011494252873,0.2287630179394956
2021-22,Dorian Finney-Smith,28,79,220,12.0,2.0,5.1,1.2,0.5,0.6070416835289356,0.5904255319148937,0.1864007342607692
2022-23,Dorian Finney-Smith,29,79,220,10.2,1.6,5.3,1.1,0.6,0.5553135888501742,0.5402298850574714,0.353006006359582
2022-23,Dorian Finney-Smith,29,79,220,9.3,2.0,6.4,0.8,0.8,0.4698868229587712,0.4421052631578948,0.686598627187151
2022-23,Dorian Finney-Smith,29,79,220,9.9,1.8,5.7,1.0,0.6,0.5219316743989878,0.5,0.0
2023-24,Dorian Finney-Smith,30,79,220,10.8,2.0,5.9,1.0,0.7,0.5456750202101859,0.5368421052631579,0.2448275951017212
2024-25,Dorian Finney-Smith,31,79,220,12.9,1.9,5.7,1.1,0.7,0.6107954545454546,0.601010101010101,0.8758202456165936
2024-25,Dorian Finney-Smith,31,79,220,9.9,1.7,4.5,1.2,0.3,0.5989835430784125,0.5875,0.3309326413805484
2024-25,Dorian Finney-Smith,31,79,220,10.9,1.8,4.9,1.1,0.5,0.6058248110271232,0.6046511627906977,0.0
2017-18,Luke Kennard,21,77,206,13.7,3.1,4.3,1.1,0.3,0.5598234717227851,0.5350877192982456,0.419184733248427
2018-19,Luke Kennard,22,77,206,15.4,2.9,4.6,0.7,0.3,0.5636896046852123,0.5423076923076924,0.4480805543554564
2019-20,Luke Kennard,23,77,206,17.3,4.5,3.8,0.5,0.2,0.5893976560370673,0.5485074626865671,0.7691687457091616
2020-21,Luke Kennard,24,77,206,15.2,3.0,4.7,0.7,0.3,0.6081946222791292,0.5991735537190083,0.4996742459312704
2021-22,Luke Kennard,25,77,206,15.6,2.7,4.3,0.8,0.1,0.6182625237793279,0.6,0.3124911394759326
2022-23,Luke Kennard,26,77,206,13.6,1.8,4.1,0.9,0.2,0.6215722120658136,0.6047619047619048,0.7430327928557902
2022-23,Luke Kennard,26,77,206,16.6,3.3,4.6,0.8,0.1,0.7595168374816984,0.7451923076923077,0.835267308764016
2022-23,Luke Kennard,26,77,206,14.9,2.5,4.3,0.9,0.1,0.6782592862345229,0.6571428571428571,0.0
2023-24,Luke Kennard,27,77,206,15.5,4.9,4.1,0.7,0.1,0.640284203569068,0.6184210526315789,0.5981876964391536
2024-25,Luke Kennard,28,77,206,14.1,5.3,4.5,1.2,0.1,0.6342209427851745,0.6095238095238096,0.3531849489448834
2015-16,Harrison Barnes,23,80,225,13.6,2.1,5.7,0.7,0.2,0.5548302872062663,0.5267857142857143,0.2779845959938127
2016-17,Harrison Barnes,24,80,225,19.5,1.5,5.1,0.8,0.2,0.5421485765124555,0.5,0.3226724882515346
2017-18,Harrison Barnes,25,80,225,19.8,2.1,6.4,0.7,0.2,0.5382775119617226,0.4909090909090909,0.3425070548908033
2018-19,Harrison Barnes,26,80,225,19.7,1.4,4.7,0.8,0.3,0.5388402625820569,0.4907975460122699,0.5341007714291321
2018-19,Harrison Barnes,26,80,225,15.1,2.0,5.8,0.6,0.1,0.5754573170731707,0.5338983050847457,0.6174003637162918
2018-19,Harrison Barnes,26,80,225,18.0,1.6,5.1,0.7,0.2,0.5501222493887531,0.5034246575342466,0.0
2019-20,Harrison Barnes,27,80,225,15.2,2.3,5.1,0.6,0.2,0.5750605326876513,0.5260869565217391,0.2510501347108448
2020-21,Harrison Barnes,28,80,225,16.0,3.4,6.6,0.7,0.2,0.6269592476489029,0.5772727272727273,0.2935687289336071
2021-22,Harrison Barnes,29,80,225,17.6,2.6,6.0,0.7,0.2,0.6237595690388432,0.5517241379310345,0.259249753065534
2022-23,Harrison Barnes,30,80,225,16.6,1.7,4.9,0.8,0.1,0.6305074445457308,0.5607476635514019,0.2297984381932409
2023-24,Harrison Barnes,31,80,225,15.1,1.5,3.8,0.8,0.2,0.6078904991948471,0.5720720720720721,0.2371369894419158
2024-25,Harrison Barnes,32,80,225,16.3,2.2,5.0,0.6,0.2,0.6568343004513217,0.6227272727272727,0.251829013220979
2015-16,Marcus Smart,21,75,220,12.1,4.0,5.5,2.0,0.4,0.4659581022797289,0.4078947368421052,0.3730546112655373
2016-17,Marcus Smart,22,75,220,12.5,5.5,4.6,1.9,0.5,0.485550031075202,0.4196428571428572,0.2814605655240093
2017-18,Marcus Smart,23,75,220,12.3,5.8,4.2,1.6,0.5,0.4797191887675507,0.4391304347826086,0.4322113321087614
2018-19,Marcus Smart,24,75,220,11.6,5.3,3.8,2.3,0.5,0.5672926447574335,0.532258064516129,0.2382824290020971
2019-20,Marcus Smart,25,75,220,14.6,5.5,4.2,1.9,0.5,0.5186132423984086,0.4765624999999999,0.3518658040539258
2020-21,Marcus Smart,26,75,220,14.3,6.2,3.8,1.6,0.5,0.540520108859994,0.4870689655172413,0.4178411736842056
2021-22,Marcus Smart,27,75,220,13.5,6.5,4.2,1.9,0.3,0.5386211299074369,0.5,0.2850972577659542
2022-23,Marcus Smart,28,75,220,12.9,7.0,3.5,1.7,0.4,0.5344713291349023,0.509009009009009,0.3223662188339601
2023-24,Marcus Smart,29,75,220,17.2,5.1,3.2,2.4,0.3,0.5529835390946501,0.5212765957446809,1.3579111071352383
2024-25,Marcus Smart,30,75,220,14.8,6.4,3.9,2.1,0.5,0.5031275496328529,0.4586466165413533,1.7919963348236747
2024-25,Marcus Smart,30,75,220,18.0,4.9,3.7,2.1,0.4,0.5632040050062578,0.5357142857142857,2.751371432222496
2024-25,Marcus Smart,30,75,220,16.1,5.8,3.8,2.1,0.5,0.5271084337349398,0.4852941176470588,0.0
2017-18,Derrick White,23,76,190,14.0,2.3,6.7,1.0,0.8,0.6429096252755327,0.6104651162790697,4.003997418035497
2018-19,Derrick White,24,76,190,13.8,5.5,5.1,1.4,1.0,0.5544840887174541,0.5221238938053098,0.3656880471081076
2019-20,Derrick White,25,76,190,16.4,5.2,4.8,0.9,1.3,0.5907780979827089,0.5252100840336135,0.4019992283694456
2020-21,Derrick White,26,76,190,18.7,4.3,3.6,0.9,1.2,0.5494828396803008,0.503267973856209,0.7484133257099564
2021-22,Derrick White,27,76,190,17.1,6.6,4.2,1.2,1.0,0.5510440835266822,0.5,0.497433680780823
2021-22,Derrick White,27,76,190,14.4,4.6,4.4,0.8,0.8,0.5424954792043399,0.4784482758620689,0.9082972589349492
2021-22,Derrick White,27,76,190,16.2,6.0,4.3,1.0,0.9,0.5483346872461413,0.4923664122137405,0.0
2022-23,Derrick White,28,76,190,15.8,5.0,4.5,0.8,1.2,0.6021341463414634,0.5550847457627119,0.2711540363193149
2023-24,Derrick White,29,76,190,16.7,5.7,4.7,1.1,1.3,0.608955659276546,0.5826771653543308,0.2798862750691235
2024-25,Derrick White,30,76,190,17.5,5.0,4.8,1.0,1.1,0.6071329447682486,0.5783582089552238,0.2741206778537045
2018-19,Jalen Brunson,22,74,190,15.3,5.2,3.8,0.8,0.1,0.546897340577638,0.5234375,0.4298095443224495
2019-20,Jalen Brunson,23,74,190,16.4,6.6,4.7,0.8,0.1,0.5524117488547561,0.5218978102189782,0.709526932197688
2020-21,Jalen Brunson,24,74,190,18.2,5.1,4.9,0.7,0.0,0.6187109056295893,0.5902255639097744,0.4269496087071059
2021-22,Jalen Brunson,25,74,190,18.3,5.4,4.4,0.9,0.0,0.5820610687022901,0.545138888888889,0.3114535580450077
2022-23,Jalen Brunson,26,74,190,24.7,6.4,3.6,0.9,0.2,0.5967336683417085,0.5469613259668508,0.4050511872605604
2023-24,Jalen Brunson,27,74,190,29.2,6.9,3.7,0.9,0.2,0.5909974093264249,0.5412844036697247,0.4295544157884867
2024-25,Jalen Brunson,28,74,190,26.4,7.4,2.9,0.9,0.1,0.6032906764168189,0.553191489361702,0.4576830875564294
2020-21,Immanuel Quickley,21,74,190,21.2,3.7,4.0,0.9,0.3,0.5578947368421052,0.4940476190476189,0.7354225450070884
2021-22,Immanuel Quickley,22,74,190,17.6,5.5,4.9,1.1,0.1,0.5412054120541205,0.4862068965517241,0.4418226862822473
2022-23,Immanuel Quickley,23,74,190,18.6,4.3,5.2,1.2,0.2,0.5786460925833748,0.5347222222222222,0.316890551598717
2023-24,Immanuel Quickley,24,74,190,22.5,3.7,3.8,0.8,0.1,0.5994245524296675,0.5508982035928144,1.2116848349110252
2023-24,Immanuel Quickley,24,74,190,20.1,7.3,5.2,1.0,0.2,0.5648606115107914,0.5157232704402516,0.6634082487184131
2023-24,Immanuel Quickley,24,74,190,21.0,6.0,4.7,0.9,0.2,0.5789589766210852,0.5277777777777778,0.0
2024-25,Immanuel Quickley,25,74,190,22.1,7.5,4.6,0.9,0.2,0.5695876288659795,0.5145348837209303,0.9814649619380342
2017-18,OG Anunoby,20,79,240,10.6,1.3,4.5,1.3,0.3,0.5849889624724062,0.5833333333333334,0.2983103938052039
2018-19,OG Anunoby,21,79,240,12.5,1.3,5.2,1.2,0.6,0.5412192587461032,0.5370370370370371,0.4107329059885932
2019-20,OG Anunoby,22,79,240,12.8,1.9,6.3,1.7,0.8,0.5985783763561542,0.5858585858585859,0.2487147047301342
2020-21,OG Anunoby,23,79,240,17.1,2.4,6.0,1.7,0.8,0.6044966063348417,0.5846153846153845,0.4830166917267436
2021-22,OG Anunoby,24,79,240,17.1,2.6,5.5,1.5,0.5,0.5480769230769231,0.5241379310344828,0.4246489656358228
2022-23,OG Anunoby,25,79,240,17.0,2.0,5.0,1.9,0.8,0.5862068965517241,0.5559701492537313,0.292968611495259
2023-24,OG Anunoby,26,79,240,16.3,2.9,4.2,1.1,0.5,0.5996174220129488,0.5859375,0.7204494104432485
2023-24,OG Anunoby,26,79,240,14.6,1.6,4.6,1.8,1.0,0.5917639429312581,0.5652173913043478,0.7533213300147122
2023-24,OG Anunoby,26,79,240,15.5,2.3,4.4,1.4,0.8,0.5945075176434489,0.5819672131147541,0.0
2024-25,OG Anunoby,27,79,240,17.7,2.2,4.8,1.5,0.9,0.5892143808255659,0.5583941605839416,0.2610450306652396
2019-20,Jordan Poole,20,76,194,14.2,3.8,3.3,1.0,0.3,0.4523445463812436,0.4049295774647887,0.5918385083913628
2020-21,Jordan Poole,21,76,194,22.3,3.6,3.4,0.9,0.3,0.5809712380158399,0.5346820809248555,0.9113281410573962
2021-22,Jordan Poole,22,76,194,22.2,4.8,4.1,0.9,0.4,0.5984472719430667,0.5479041916167665,0.4090145192007681
2022-23,Jordan Poole,23,76,194,24.5,5.4,3.3,0.9,0.3,0.5728582117471006,0.5160427807486632,0.4247246134501317
2023-24,Jordan Poole,24,76,194,20.8,5.3,3.3,1.3,0.4,0.528025995125914,0.489010989010989,0.4046333743807253
2024-25,Jordan Poole,25,76,194,25.0,5.5,3.7,1.5,0.5,0.5908489317451314,0.5421052631578946,0.5206500321496014
2019-20,Michael Porter Jr.,21,82,218,20.4,1.8,10.3,1.1,1.0,0.6153474903474903,0.5915032679738562,0.8828809534308013
2020-21,Michael Porter Jr.,22,82,218,21.9,1.3,8.4,0.8,1.0,0.6636363636363636,0.6428571428571429,0.4037971469513315
2021-22,Michael Porter Jr.,23,82,218,12.1,2.3,8.0,1.4,0.3,0.4164372246696035,0.4071428571428571,2.6536661712974285
2022-23,Michael Porter Jr.,24,82,218,21.6,1.3,6.8,0.7,0.6,0.618698441796517,0.603658536585366,0.4542514847982777
2023-24,Michael Porter Jr.,25,82,218,19.0,1.7,7.9,0.6,0.7,0.6027918781725888,0.5860927152317881,0.2898648246661721
2024-25,Michael Porter Jr.,26,82,218,19.4,2.3,7.5,0.7,0.5,0.6183069862315145,0.596551724137931,0.276855033336427
2015-16,Khris Middleton,24,79,222,18.1,4.2,3.8,1.7,0.2,0.561553735418218,0.5069444444444445,0.2885935936821011
2016-17,Khris Middleton,25,79,222,17.2,4.0,5.0,1.7,0.3,0.5684822845055526,0.5185185185185185,0.9053907504118358
2017-18,Khris Middleton,26,79,222,19.9,4.0,5.2,1.4,0.3,0.5739501615136132,0.525974025974026,0.2950383584662587
2018-19,Khris Middleton,27,79,222,21.2,5.0,6.9,1.2,0.1,0.5574253260412284,0.5173410404624277,0.3764010411943252
2019-20,Khris Middleton,28,79,222,25.2,5.1,7.4,1.0,0.1,0.6195908733280882,0.5788043478260869,0.5105577832882853
2020-21,Khris Middleton,29,79,222,22.0,5.9,6.4,1.2,0.1,0.590508911316298,0.5470588235294117,0.3940735256485681
